System,st_teff,st_teff_uerr,st_teff_lerr,Pflag,pl_projobliq,pl_projobliq_uerr,pl_projobliq_lerr,st_psi,st_psi_uerr,st_psi_lerr,Author_string,Ephemeris_reference,pl_letter,st_name,tic_id,pl_ratdor,pl_ratdor_uerr,pl_ratdor_lerr,pl_bmassj,pl_bmassj_uerr,pl_bmassj_lerr,pl_orbeccen,pl_orbeccen_uerr,pl_orbeccen_lerr,st_mass,st_mass_uerr,st_mass_lerr,st_radius,st_radius_uerr,st_radius_lerr,st_mratio,st_mratio_uerr,st_mratio_lerr,Binary,Ref_link,controversial,pl_projobliqabs,pl_projobliqabs_uerr,pl_projobliqabs_lerr
HD_017156,6046,76,72,n,-4.8,5.3,5.3,-999.0,-999.0,-999.0,Barbieri_et_al._(2009),https://ui.adsabs.harvard.edu/abs/2009A+A...503..601B/abstract,b,HD_017156,TIC 302773669,23.34,0.43,0.43,3.51,0.21,0.21,0.68,0.0,0.0,1.41,0.12,0.12,1.55,0.04,0.04,0.002370820668693,0.0001418439716312,0.0001418439716312,0,[Barbieri_et_al._(2009)](https://ui.adsabs.harvard.edu/link_gateway/2009A+A...503..601B/abstract),0,4.800000000000011,5.3,5.3
HD_017156,6046,76,72,y,10.0,5.1,5.1,-999.0,-999.0,-999.0,Narita_et_al._(2009),https://ui.adsabs.harvard.edu/abs/2009PASJ...61..991N/abstract,b,HD_017156,TIC 302773669,23.34,0.43,0.43,3.51,0.21,0.21,0.68,0.0,0.0,1.41,0.12,0.12,1.55,0.04,0.04,0.002370820668693,0.0001418439716312,0.0001418439716312,0,[Narita_et_al._(2009)](https://ui.adsabs.harvard.edu/link_gateway/2009PASJ...61..991N/abstract),0,10.0,5.1,5.1
HD_063433b,5700,76,75,y,8.0,33.0,45.0,-999.0,-999.0,-999.0,Mann_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020AJ....160..179M/abstract,b,HD 063433,TIC 130181866,16.95,0.34,0.82,0.11735892,0.03020498,0.03020498,0.0,,,1.001,0.012,0.014,0.9169,0.0132,0.0129,0.0001116587412587,2.8737909709338285e-05,2.8737909709338285e-05,0,[Mann_et_al._(2020)](https://ui.adsabs.harvard.edu/link_gateway/2020AJ....160..179M/abstract),0,8.0,33.0,45.0
HD_080606,5584,13,13,n,50.0,61.0,36.0,-999.0,-999.0,-999.0,Pont_et_al._(2009),https://ui.adsabs.harvard.edu/abs/2009A+A...502..695P/abstract,b,HD_080606,TIC 457134360,98.38,7.32,7.32,4.38,0.74,0.74,0.93,0.0,0.0,1.15,0.27,0.27,1.04,0.02,0.02,0.0036273291925465,0.0006128364389233,0.0006128364389233,1,[Pont_et_al._(2009)](https://ui.adsabs.harvard.edu/link_gateway/2009A+A...502..695P/abstract),0,50.0,61.0,36.0
HD_080606,5584,13,13,n,53.0,34.0,21.0,-999.0,-999.0,-999.0,Winn_et_al._(2009),https://ui.adsabs.harvard.edu/abs/2009ApJ...703.2091W/abstract,b,HD_080606,TIC 457134360,98.38,7.32,7.32,4.38,0.74,0.74,0.93,0.0,0.0,1.15,0.27,0.27,1.04,0.02,0.02,0.0036273291925465,0.0006128364389233,0.0006128364389233,1,[Winn_et_al._(2009)](https://ui.adsabs.harvard.edu/link_gateway/2009ApJ...703.2091W/abstract),0,53.0,34.0,21.0
HD_080606,5584,13,13,y,42.0,8.0,8.0,-999.0,-999.0,-999.0,H&eacute;brard_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010A+A...516A..95H/abstract,b,HD_080606,TIC 457134360,98.38,7.32,7.32,4.38,0.74,0.74,0.93,0.0,0.0,1.15,0.27,0.27,1.04,0.02,0.02,0.0036273291925465,0.0006128364389233,0.0006128364389233,1,[H&eacute;brard_et_al._(2010)](https://ui.adsabs.harvard.edu/link_gateway/2010A+A...516A..95H/abstract),0,42.0,8.0,8.0
HD_106315c,6364,87,87,n,-10.9,3.6,3.8,-999.0,-999.0,-999.0,Zhou_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....156...93Z/abstract,c,HD 106315,TIC 56815340,25.5,1.2,1.2,0.04782431,0.01164144,0.01164144,0.22,0.15,0.15,1.091,0.036,0.036,1.296,0.058,0.058,4.174790275413557e-05,1.0162315045174803e-05,1.0162315045174803e-05,0,[Zhou_et_al._(2018)](https://ui.adsabs.harvard.edu/link_gateway/2018AJ....156...93Z/abstract),0,10.899999999999977,3.8,3.6
HD_106315c,6364,87,87,y,-2.7,2.7,2.6,-999.0,-999.0,-999.0,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A+A...669A..63B/abstract,c,HD 106315,TIC 56815340,25.5,1.2,1.2,0.04782431,0.01164144,0.01164144,0.22,0.15,0.15,1.091,0.036,0.036,1.296,0.058,0.058,4.174790275413557e-05,1.0162315045174803e-05,1.0162315045174803e-05,0,[Bourrier_et_al._(2023)](https://ui.adsabs.harvard.edu/link_gateway/2023A+A...669A..63B/abstract),0,2.6999999999999886,2.6,2.7
HD_110067c,5266,64,64,y,6.0,24.0,26.0,-999.0,-999.0,-999.0,Zak_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A+A...687L...2Z/abstract,c,HD 110067,TIC 347332255,28.37,0.3,0.3,0.01982202,,,,,,0.798,0.042,0.042,0.788,0.008,0.008,2.3656784819190832e-05,,,1,[Zak_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024A+A...687L...2Z/abstract),0,6.0,24.0,26.0
HD_118203,5788,51,51,n,-12.0,8.0,10.0,0.0,33.5,0.0,Zhang_et_al._(2024),https://ui.adsabs.harvard.edu/abs/arXiv:2407.21377/abstract,b,HD_118203,TIC 286923464,7.46,0.11,0.14,2.182,0.033,0.033,0.301,0.006,0.006,1.353,0.006,0.006,2.1,0.05,0.05,0.0015359166578678,2.3228803716608595e-05,2.3228803716608595e-05,0,[Zhang_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/arXiv:2407.21377/abstract),0,12.0,10.0,8.0
HD_118203,5788,51,51,y,-23.0,25.0,38.0,75.0,3.0,5.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A+A...690A.379K/abstract,b,HD_118203,TIC 286923464,7.46,0.11,0.14,2.182,0.033,0.033,0.301,0.006,0.006,1.353,0.006,0.006,2.1,0.05,0.05,0.0015359166578678,2.3228803716608595e-05,2.3228803716608595e-05,0,[Knudstrup_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024A+A...690A.379K/abstract),0,23.0,38.0,25.0
HD_148193,6369,35,69,y,14.0,7.0,8.0,-999.0,-999.0,-999.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A+A...690A.379K/abstract,b,HD_148193,TIC 207468071,20.2,0.5,0.5,0.121,0.029,0.029,0.0,,,1.307,0.077,0.076,1.577,0.06,0.06,8.816992749662988e-05,2.113163551572121e-05,2.113163551572121e-05,0,[Knudstrup_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024A+A...690A.379K/abstract),0,14.0,7.0,8.0
HD_149026,6147,50,50,n,-12.0,15.0,15.0,-999.0,-999.0,-999.0,Wolf_et_al._(2007),https://ui.adsabs.harvard.edu/abs/2007ApJ...667..549W/abstract,b,HD_149026,TIC 255930614,6.8,0.52,0.52,0.38,0.06,0.06,0.0,,,1.42,0.33,0.33,1.41,0.03,0.03,0.0002548625083836,4.0241448692152914e-05,4.0241448692152914e-05,0,[Wolf_et_al._(2007)](https://ui.adsabs.harvard.edu/link_gateway/2007ApJ...667..549W/abstract),0,12.0,15.0,15.0
HD_149026,6147,50,50,n,12.0,7.0,7.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A/abstract,b,HD_149026,TIC 255930614,6.8,0.52,0.52,0.38,0.06,0.06,0.0,,,1.42,0.33,0.33,1.41,0.03,0.03,0.0002548625083836,4.0241448692152914e-05,4.0241448692152914e-05,0,[Albrecht_et_al._(2012)](https://ui.adsabs.harvard.edu/link_gateway/2012ApJ...757...18A/abstract),0,12.0,7.0,7.0
HD_149026,6147,50,50,y,2.5,5.4,5.3,-999.0,-999.0,-999.0,Biassoni_et_al._(2024),https://ui.adsabs.harvard.edu/abs/arXiv:2410.10820/abstract,b,HD_149026,TIC 255930614,6.8,0.52,0.52,0.38,0.06,0.06,0.0,,,1.42,0.33,0.33,1.41,0.03,0.03,0.0002548625083836,4.0241448692152914e-05,4.0241448692152914e-05,0,[Biassoni_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/arXiv:2410.10820/abstract),0,2.5,5.4,5.3
HD_189733,4969,43,43,n,-1.4,1.1,1.1,-999.0,-999.0,-999.0,Winn_et_al._(2006),https://ui.adsabs.harvard.edu/abs/2006ApJ...653L..69W/abstract,b,HD_189733,TIC 256364928,8.84,0.27,0.27,1.13,0.08,0.08,0.0,,,0.827851,0.028799,0.028799,0.75,0.01,0.01,0.0012999808856792,9.203404500384271e-05,9.203404500384271e-05,1,[Winn_et_al._(2006)](https://ui.adsabs.harvard.edu/link_gateway/2006ApJ...653L..69W/abstract),0,1.3999999999999773,1.1,1.1
HD_189733,4969,43,43,n,0.85,0.28,0.32,-999.0,-999.0,-999.0,Triaud_et_al._(2009),https://ui.adsabs.harvard.edu/abs/2009A+A...506..377T/abstract,b,HD_189733,TIC 256364928,8.84,0.27,0.27,1.13,0.08,0.08,0.0,,,0.827851,0.028799,0.028799,0.75,0.01,0.01,0.0012999808856792,9.203404500384271e-05,9.203404500384271e-05,1,[Triaud_et_al._(2009)](https://ui.adsabs.harvard.edu/link_gateway/2009A+A...506..377T/abstract),0,0.85,0.28,0.32
HD_189733,4969,43,43,n,-0.5,0.3,0.3,-999.0,-999.0,-999.0,Collier_Cameron_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..151C/abstract,b,HD_189733,TIC 256364928,8.84,0.27,0.27,1.13,0.08,0.08,0.0,,,0.827851,0.028799,0.028799,0.75,0.01,0.01,0.0012999808856792,9.203404500384271e-05,9.203404500384271e-05,1,[Collier_Cameron_et_al._(2010)](https://ui.adsabs.harvard.edu/link_gateway/2010MNRAS.403..151C/abstract),0,0.5,0.3,0.3
HD_189733,4969,43,43,n,-999.0,-999.0,-999.0,4.0,18.0,4.0,Dumusque_(2014),https://ui.adsabs.harvard.edu/abs/2014ApJ...796..133D/abstract,b,HD_189733,TIC 256364928,8.84,0.27,0.27,1.13,0.08,0.08,0.0,,,0.827851,0.028799,0.028799,0.75,0.01,0.01,0.0012999808856792,9.203404500384271e-05,9.203404500384271e-05,1,[Dumusque_(2014)](https://ui.adsabs.harvard.edu/link_gateway/2014ApJ...796..133D/abstract),0,999.0,-999.0,-999.0
HD_189733,4969,43,43,n,-0.4,0.2,0.2,7.0,12.0,4.0,Cegla_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016A+A...588A.127C/abstract,b,HD_189733,TIC 256364928,8.84,0.27,0.27,1.13,0.08,0.08,0.0,,,0.827851,0.028799,0.028799,0.75,0.01,0.01,0.0012999808856792,9.203404500384271e-05,9.203404500384271e-05,1,[Cegla_et_al._(2016)](https://ui.adsabs.harvard.edu/link_gateway/2016A+A...588A.127C/abstract),0,0.39999999999997726,0.2,0.2
HD_189733,4969,43,43,n,-0.31,0.18,0.17,-999.0,-999.0,-999.0,Casasayas-Barris_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017A+A...608A.135C/abstract,b,HD_189733,TIC 256364928,8.84,0.27,0.27,1.13,0.08,0.08,0.0,,,0.827851,0.028799,0.028799,0.75,0.01,0.01,0.0012999808856792,9.203404500384271e-05,9.203404500384271e-05,1,[Casasayas-Barris_et_al._(2017)](https://ui.adsabs.harvard.edu/link_gateway/2017A+A...608A.135C/abstract),0,0.3100000000000023,0.17,0.18
HD_189733,4969,43,43,y,-1.0,0.22,0.23,13.6,6.9,6.9,Cristo_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2024A+A...682A..28C/abstract,b,HD_189733,TIC 256364928,8.84,0.27,0.27,1.13,0.08,0.08,0.0,,,0.827851,0.028799,0.028799,0.75,0.01,0.01,0.0012999808856792,9.203404500384271e-05,9.203404500384271e-05,1,[Cristo_et_al._(2023)](https://ui.adsabs.harvard.edu/link_gateway/2024A+A...682A..28C/abstract),0,1.0,0.23,0.22
HD_191939b,5427,50,50,y,3.7,5.0,5.0,-999.0,-999.0,-999.0,Lubin_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..196L/abstract,b,HD 191939,TIC 269701147,18.36,0.5,0.33,0.03146352,0.00220245,0.00220245,0.031,0.01,0.011,0.81,0.04,0.04,0.94,0.02,0.02,3.699414462081129e-05,2.5895943562610225e-06,2.5895943562610225e-06,0,[Lubin_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024AJ....168..196L/abstract),0,3.7,5.0,5.0
HD_209458,6117,50,50,n,3.9,18.0,21.0,-999.0,-999.0,-999.0,Queloz_et_al._(2000),https://ui.adsabs.harvard.edu/abs/2000A+A...359L..13Q/abstract,b,HD_209458,TIC 420814525,8.81,0.19,0.19,0.73,0.04,0.04,0.0,,,1.131,0.026,0.024,1.178023,0.009675,0.008657,0.0006147109595385,3.368279230348196e-05,3.368279230348196e-05,0,[Queloz_et_al._(2000)](https://ui.adsabs.harvard.edu/link_gateway/2000A+A...359L..13Q/abstract),0,3.9,18.0,21.0
HD_209458,6117,50,50,n,-4.4,1.4,1.4,-999.0,-999.0,-999.0,Winn_et_al._(2005),https://ui.adsabs.harvard.edu/abs/2005ApJ...631.1215W/abstract,b,HD_209458,TIC 420814525,8.81,0.19,0.19,0.73,0.04,0.04,0.0,,,1.131,0.026,0.024,1.178023,0.009675,0.008657,0.0006147109595385,3.368279230348196e-05,3.368279230348196e-05,0,[Winn_et_al._(2005)](https://ui.adsabs.harvard.edu/link_gateway/2005ApJ...631.1215W/abstract),0,4.399999999999977,1.4,1.4
HD_209458,6117,50,50,n,-5.0,7.0,7.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A/abstract,b,HD_209458,TIC 420814525,8.81,0.19,0.19,0.73,0.04,0.04,0.0,,,1.131,0.026,0.024,1.178023,0.009675,0.008657,0.0006147109595385,3.368279230348196e-05,3.368279230348196e-05,0,[Albrecht_et_al._(2012)](https://ui.adsabs.harvard.edu/link_gateway/2012ApJ...757...18A/abstract),0,5.0,7.0,7.0
HD_209458,6117,50,50,n,0.6,0.4,0.4,-999.0,-999.0,-999.0,Santos_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020A+A...644A..51S/abstract,b,HD_209458,TIC 420814525,8.81,0.19,0.19,0.73,0.04,0.04,0.0,,,1.131,0.026,0.024,1.178023,0.009675,0.008657,0.0006147109595385,3.368279230348196e-05,3.368279230348196e-05,0,[Santos_et_al._(2020)](https://ui.adsabs.harvard.edu/link_gateway/2020A+A...644A..51S/abstract),0,0.6,0.4,0.4
HD_209458,6117,50,50,y,1.58,0.08,0.08,-999.0,-999.0,-999.0,Casasayas-Barris_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021A+A...647A..26C/abstract,b,HD_209458,TIC 420814525,8.81,0.19,0.19,0.73,0.04,0.04,0.0,,,1.131,0.026,0.024,1.178023,0.009675,0.008657,0.0006147109595385,3.368279230348196e-05,3.368279230348196e-05,0,[Casasayas-Barris_et_al._(2021)](https://ui.adsabs.harvard.edu/link_gateway/2021A+A...647A..26C/abstract),0,1.58,0.08,0.08
HD_332231,6089,97,96,n,-42.0,11.0,11.0,-999.0,-999.0,-999.0,Sedaghati_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A+A...659A..44S/abstract,b,HD_332231,TIC 199376584,24.25,0.19,0.4,0.23314467,0.01761957,0.0169903,0.0,,,1.1642,0.0317,0.0337,1.266,0.0235,0.0227,0.0001907254276388,1.4413797334773114e-05,1.3899019150694124e-05,0,[Sedaghati_et_al._(2022)](https://ui.adsabs.harvard.edu/link_gateway/2022A+A...659A..44S/abstract),0,42.0,11.0,11.0
HD_332231,6089,97,96,y,-2.0,6.0,6.0,-999.0,-999.0,-999.0,Knudstrup_&amp;_Albrecht_(2022),https://ui.adsabs.harvard.edu/abs/2022A+A...660A..99K/abstract,b,HD_332231,TIC 199376584,24.25,0.19,0.4,0.23314467,0.01761957,0.0169903,0.0,,,1.1642,0.0317,0.0337,1.266,0.0235,0.0227,0.0001907254276388,1.4413797334773114e-05,1.3899019150694124e-05,0,[Knudstrup_&amp;_Albrecht_(2022)](https://ui.adsabs.harvard.edu/link_gateway/2022A+A...660A..99K/abstract),0,2.0,6.0,6.0
HIP_67522b,5675,75,75,y,-5.8,2.8,5.7,20.2,10.3,8.7,Heitzmann_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021ApJ...922L...1H/abstract,b,HIP 67522,TIC 166527623,11.66,0.24,0.27,0.225,,,0.064,0.187,0.049,1.22,0.05,0.05,1.38,0.06,0.06,0.000175644028103,,,0,[Heitzmann_et_al._(2021)](https://ui.adsabs.harvard.edu/link_gateway/2021ApJ...922L...1H/abstract),0,5.800000000000011,5.7,2.8
K2-025b,3207,58,58,n,1.7,5.8,3.7,-999.0,-999.0,-999.0,Gaidos_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020MNRAS.498L.119G/abstract,b,K2-025,TIC 434226736,21.09,0.57,0.59,0.07708562,0.01793421,0.01636103,0.428,0.05,0.049,0.2634,0.0077,0.0077,0.290216,0.008693,0.008693,0.0002787201070253,6.484510250569475e-05,5.915692229815236e-05,0,[Gaidos_et_al._(2020)](https://ui.adsabs.harvard.edu/link_gateway/2020MNRAS.498L.119G/abstract),0,1.7,5.8,3.7
K2-025b,3207,58,58,y,3.0,16.0,16.0,17.0,11.0,8.0,Stefansson_et_al._(2020),https://ui.adsabs.harvard.edu/abs/2020AJ....160..192S/abstract,b,K2-025,TIC 434226736,21.09,0.57,0.59,0.07708562,0.01793421,0.01636103,0.428,0.05,0.049,0.2634,0.0077,0.0077,0.290216,0.008693,0.008693,0.0002787201070253,6.484510250569475e-05,5.915692229815236e-05,0,[Stefansson_et_al._(2020)](https://ui.adsabs.harvard.edu/link_gateway/2020AJ....160..192S/abstract),0,3.0,16.0,16.0
K2-029,5358,38,38,y,1.5,8.7,8.7,-999.0,-999.0,-999.0,Santerne_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract,b,K2-029,TIC 56399553,10.51,0.15,0.15,0.73,0.04,0.04,0.066,0.022,0.022,0.94,0.02,0.02,0.86,0.01,0.01,0.0007396149949341,4.052684903748734e-05,4.052684903748734e-05,1,[Santerne_et_al._(2016)](https://ui.adsabs.harvard.edu/link_gateway/2016ApJ...824...55S/abstract),0,1.5,8.7,8.7
K2-033,3540,70,70,y,-10.0,22.0,24.0,-999.0,-999.0,-999.0,Hirano_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024MNRAS.530.3117H/abstract,b,K2-033,TIC 49040478,10.4,0.27,0.5,3.7,,,0.0,,,0.56,0.09,0.09,1.05,0.07,0.07,0.0062925170068027,,,0,[Hirano_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024MNRAS.530.3117H/abstract),0,10.0,24.0,22.0
K2-034,6131,47,47,y,-1.0,10.0,9.0,-999.0,-999.0,-999.0,Hirano_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016ApJ...825...53H/abstract,b,K2-034,TIC 178217113,6.68,0.1,0.1,1.698,0.061,0.05,0.0,,,1.16,0.04,0.04,1.42,0.06,0.05,0.0013940886699507,5.008210180623974e-05,4.105090311986864e-05,0,[Hirano_et_al._(2016)](https://ui.adsabs.harvard.edu/link_gateway/2016ApJ...825...53H/abstract),0,1.0,9.0,10.0
K2-093d,6320,60,30,y,57.0,26.0,18.0,-999.0,-999.0,-999.0,Grouffal_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A+A...668A.172G/abstract,d,K2-093,TIC 366443426,147.03,,,0.0467,,,0.0,,,1.14,0.033,0.033,1.35,0.03,0.03,3.901420217209692e-05,,,0,[Grouffal_et_al._(2022)](https://ui.adsabs.harvard.edu/link_gateway/2022A+A...668A.172G/abstract),0,57.0,26.0,18.0
K2-105,5430,70,70,y,-81.0,50.0,47.0,-999.0,-999.0,-999.0,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A+A...669A..63B/abstract,b,K2-105,TIC 6892385,18.48,0.85,2.57,0.09439008,0.05978039,0.05978039,0.0,,,1.05,0.02,0.02,0.97,0.01,0.01,8.561458503401361e-05,5.422257596371882e-05,5.422257596371882e-05,0,[Bourrier_et_al._(2023)](https://ui.adsabs.harvard.edu/link_gateway/2023A+A...669A..63B/abstract),0,81.0,47.0,50.0
K2-139,5245,73,33,n,-17.0,7.0,7.0,-999.0,-999.0,-999.0,Prinoth_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..133P/abstract,b,K2-139,TIC 11023038,47.25,0.73,1.98,0.387,0.083,0.075,0.12,0.12,0.08,0.96,0.02,0.02,0.88,0.01,0.01,0.0003839285714285,8.234126984126986e-05,7.440476190476191e-05,0,[Prinoth_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024AJ....168..133P/abstract),0,17.0,7.0,7.0
K2-139,5245,73,33,y,-14.5,2.5,2.8,22.0,10.0,6.0,Espinoza-Retamal_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692/abstract,b,K2-139,TIC 11023038,47.25,0.73,1.98,0.387,0.083,0.075,0.12,0.12,0.08,0.96,0.02,0.02,0.88,0.01,0.01,0.0003839285714285,8.234126984126986e-05,7.440476190476191e-05,0,[Espinoza-Retamal_et_al._(2025)](https://ui.adsabs.harvard.edu/link_gateway/arXiv:2412.08692/abstract),0,14.5,2.8,2.5
K2-140,5654,55,55,y,0.5,9.7,9.7,-999.0,-999.0,-999.0,Rice_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021AJ....162..182R/abstract,b,K2-140,TIC 380255458,14.1,0.2,0.2,0.93,0.04,0.04,0.0,,,0.96,0.06,0.04,1.06,0.07,0.06,0.000922619047619,3.968253968253969e-05,3.968253968253969e-05,0,[Rice_et_al._(2021)](https://ui.adsabs.harvard.edu/link_gateway/2021AJ....162..182R/abstract),0,0.5,9.7,9.7
K2-232,6154,60,60,y,-11.1,6.6,6.6,-999.0,-999.0,-999.0,Wang_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021AJ....162...50W/abstract,b,K2-232,TIC 68577662,19.25,0.27,0.31,0.398,0.037,0.037,0.258,0.025,0.025,1.188,0.028,0.026,1.161,0.024,0.024,0.0003190636523969,2.9661696328362995e-05,2.9661696328362995e-05,0,[Wang_et_al._(2021)](https://ui.adsabs.harvard.edu/link_gateway/2021AJ....162...50W/abstract),0,11.100000000000023,6.6,6.6
K2-234,5622,70,71,y,74.0,34.0,33.0,80.0,22.0,23.0,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A+A...669A..63B/abstract,b,K2-234,TIC 350020859,13.11,0.38,0.36,0.11,0.017,0.018,0.22,0.095,0.13,1.157,0.04,0.045,1.747,0.049,0.05,9.054615796188828e-05,1.3993497139564556e-05,1.4816644030127176e-05,0,[Bourrier_et_al._(2023)](https://ui.adsabs.harvard.edu/link_gateway/2023A+A...669A..63B/abstract),0,74.0,34.0,33.0
K2-261,5513,51,51,y,32.0,48.0,33.0,-999.0,-999.0,-999.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A+A...690A.379K/abstract,b,K2-261,TIC 281731203,14.51,0.51,0.47,0.217,0.025,0.029,0.274,0.065,0.061,1.1,0.01,0.02,1.669,0.022,0.022,0.0001878787878787,2.1645021645021645e-05,2.5108225108225108e-05,0,[Knudstrup_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024A+A...690A.379K/abstract),0,32.0,48.0,33.0
K2-267,6189,47,52,y,-1.48,0.85,0.85,3.4,3.5,1.6,Yu_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018AJ....156..250Y/abstract,b,K2-267,TIC 411839167,9.8,0.17,0.17,3.0,1.1,1.2,,,,1.317,0.041,0.04,1.586,0.034,0.033,0.0021694326933506,0.0007954586542285,0.0008677730773402,1,[Yu_et_al._(2018)](https://ui.adsabs.harvard.edu/link_gateway/2018AJ....156..250Y/abstract),0,1.4800000000000182,0.85,0.85
K2-287,5625,64,64,y,23.0,12.0,13.0,-999.0,-999.0,-999.0,Knudstrup_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A+A...690A.379K/abstract,b,K2-287,TIC 73848324,23.87,0.3,0.31,0.315,0.027,0.027,0.478,0.025,0.026,1.06,0.02,0.02,1.07,0.01,0.01,0.0002830188679245,2.425876010781671e-05,2.425876010781671e-05,0,[Knudstrup_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024A+A...690A.379K/abstract),0,23.0,12.0,13.0
K2-290b,6302,120,120,y,173.0,45.0,53.0,-999.0,-999.0,-999.0,Hjorth_et_al.(2021),https://ui.adsabs.harvard.edu/abs/2021PNAS..11820174H/abstract,b,K2-290,TIC 70803960,13.15,0.69,0.66,0.03429506,,,0.0,,,1.194,0.067,0.077,1.511,0.075,0.072,2.7355076972162403e-05,,,1,[Hjorth_et_al.(2021)](https://ui.adsabs.harvard.edu/link_gateway/2021PNAS..11820174H/abstract),0,173.0,45.0,53.0
K2-290c,6302,120,120,y,153.0,8.0,8.0,124.0,6.0,6.0,Hjorth_et_al.(2021),https://ui.adsabs.harvard.edu/abs/2021PNAS..11820174H/abstract,c,K2-290,TIC 70803960,43.5,1.2,1.2,0.774,0.047,0.047,0.0,,,1.194,0.067,0.077,1.511,0.075,0.072,0.0006173725771715,3.7489032463906834e-05,3.7489032463906834e-05,1,[Hjorth_et_al.(2021)](https://ui.adsabs.harvard.edu/link_gateway/2021PNAS..11820174H/abstract),0,153.0,8.0,8.0
K2-329,5282,40,39,n,24.0,13.0,9.0,-999.0,-999.0,-999.0,Prinoth_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..133P/abstract,b,K2-329,TIC 301258470,26.62,0.46,0.61,0.26,0.02,0.022,0.0697,0.041,0.04,0.901,0.048,0.049,0.885114,0.018271,0.023144,0.0002748269118968,2.114053168437186e-05,2.3254584852809047e-05,1,[Prinoth_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024AJ....168..133P/abstract),0,24.0,13.0,9.0
K2-329,5282,40,39,y,26.7,8.5,8.0,33.3,7.9,8.3,Espinoza-Retamal_et_al._(2025),https://ui.adsabs.harvard.edu/abs/arXiv:2412.08692/abstract,b,K2-329,TIC 301258470,26.62,0.46,0.61,0.26,0.02,0.022,0.0697,0.041,0.04,0.901,0.048,0.049,0.885114,0.018271,0.023144,0.0002748269118968,2.114053168437186e-05,2.3254584852809047e-05,1,[Espinoza-Retamal_et_al._(2025)](https://ui.adsabs.harvard.edu/link_gateway/arXiv:2412.08692/abstract),0,26.7,8.5,8.0
KELT-01,6471,50,49,y,2.0,16.0,16.0,-999.0,-999.0,-999.0,Siverd_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...761..123S/abstract,b,KELT-01,TIC 432549364,3.69,0.04,0.04,27.23,0.5,0.48,0.0099,0.01,0.0069,1.335,0.063,0.063,1.471,0.045,0.035,0.0194257178526841,0.0003566969859104,0.000342429106474,0,[Siverd_et_al._(2012)](https://ui.adsabs.harvard.edu/link_gateway/2012ApJ...761..123S/abstract),0,2.0,16.0,16.0
