System,st_teff,st_teff_uerr,st_teff_lerr,Pflag,pl_projobliq,pl_projobliq_uerr,pl_projobliq_lerr,st_psi,st_psi_uerr,st_psi_lerr,Author_string,Ephemeris_reference,pl_letter,st_name,tic_id,pl_ratdor,pl_ratdor_uerr,pl_ratdor_lerr,pl_bmassj,pl_bmassj_uerr,pl_bmassj_lerr,pl_orbeccen,pl_orbeccen_uerr,pl_orbeccen_lerr,st_mass,st_mass_uerr,st_mass_lerr,st_radius,st_radius_uerr,st_radius_lerr,st_mratio,st_mratio_uerr,st_mratio_lerr,Binary,Ref_link,controversial,pl_projobliqabs,pl_projobliqabs_uerr,pl_projobliqabs_lerr
HAT-P-08,6200,80,80,n,-9.7,9.0,7.7,-999.0,-999.0,-999.0,Simpson_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011MNRAS.414.3023S/abstract,b,HAT-P-08,TIC 188876052,6.13,0.29,0.29,1.28,0.27,0.27,0.0,,,1.27,0.41,0.41,1.57,0.15,0.15,0.0009598800149981,0.0002024746906636,0.0002024746906636,1,[Simpson_et_al._(2011)](https://ui.adsabs.harvard.edu/link_gateway/2011MNRAS.414.3023S/abstract),0,9.699999999999989,7.7,9.0
HAT-P-08,6200,80,80,y,-17.0,9.2,11.5,-999.0,-999.0,-999.0,Moutou_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011A+A...533A.113M/abstract,b,HAT-P-08,TIC 188876052,6.13,0.29,0.29,1.28,0.27,0.27,0.0,,,1.27,0.41,0.41,1.57,0.15,0.15,0.0009598800149981,0.0002024746906636,0.0002024746906636,1,[Moutou_et_al._(2011)](https://ui.adsabs.harvard.edu/link_gateway/2011A+A...533A.113M/abstract),0,17.0,11.5,9.2
HAT-P-09,6350,150,150,y,-16.0,8.0,8.0,-999.0,-999.0,-999.0,Moutou_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011A+A...533A.113M/abstract,b,HAT-P-09,TIC 371234684,8.5,0.34,0.35,0.749,0.064,0.063,0.084,0.052,0.047,1.281,0.057,0.056,1.338,0.065,0.06,0.0005568566224303,4.758187427976656e-05,4.6838407494145206e-05,0,[Moutou_et_al._(2011)](https://ui.adsabs.harvard.edu/link_gateway/2011A+A...533A.113M/abstract),0,16.0,8.0,8.0
HAT-P-11,4780,50,50,n,103.0,26.0,10.0,-999.0,-999.0,-999.0,Winn_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010ApJ...723L.223W/abstract,b,HAT-P-11,TIC 28230919,16.7184,0.0515,0.0515,0.0787,0.0048,0.0048,0.251,0.045,0.047,0.811,0.03,0.03,0.683,0.009,0.009,9.241970524337972e-05,5.6367799894310366e-06,5.6367799894310366e-06,0,[Winn_et_al._(2010)](https://ui.adsabs.harvard.edu/link_gateway/2010ApJ...723L.223W/abstract),0,103.0,26.0,10.0
HAT-P-11,4780,50,50,n,103.0,22.0,18.0,-999.0,-999.0,-999.0,Hirano_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011PASJ...63S.531H/abstract,b,HAT-P-11,TIC 28230919,16.7184,0.0515,0.0515,0.0787,0.0048,0.0048,0.251,0.045,0.047,0.811,0.03,0.03,0.683,0.009,0.009,9.241970524337972e-05,5.6367799894310366e-06,5.6367799894310366e-06,0,[Hirano_et_al._(2011)](https://ui.adsabs.harvard.edu/link_gateway/2011PASJ...63S.531H/abstract),0,103.0,22.0,18.0
HAT-P-11,4780,50,50,n,106.0,15.0,12.0,106.0,15.0,11.0,Sanchis-Ojeda_et_al._(2011)_solution_1,https://ui.adsabs.harvard.edu/abs/2011ApJ...743...61S/abstract,b,HAT-P-11,TIC 28230919,16.7184,0.0515,0.0515,0.0787,0.0048,0.0048,0.251,0.045,0.047,0.811,0.03,0.03,0.683,0.009,0.009,9.241970524337972e-05,5.6367799894310366e-06,5.6367799894310366e-06,0,[Sanchis-Ojeda_et_al._(2011)_solution_1](https://ui.adsabs.harvard.edu/link_gateway/2011ApJ...743...61S/abstract),0,106.0,15.0,12.0
HAT-P-11,4780,50,50,n,121.0,24.0,21.0,97.0,8.0,4.0,Sanchis-Ojeda_et_al._(2011)_solution_2,https://ui.adsabs.harvard.edu/abs/2011ApJ...743...61S/abstract,b,HAT-P-11,TIC 28230919,16.7184,0.0515,0.0515,0.0787,0.0048,0.0048,0.251,0.045,0.047,0.811,0.03,0.03,0.683,0.009,0.009,9.241970524337972e-05,5.6367799894310366e-06,5.6367799894310366e-06,0,[Sanchis-Ojeda_et_al._(2011)_solution_2](https://ui.adsabs.harvard.edu/link_gateway/2011ApJ...743...61S/abstract),0,121.0,24.0,21.0
HAT-P-11,4780,50,50,y,133.9,7.1,8.3,104.9,8.6,9.1,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A+A...669A..63B/abstract,b,HAT-P-11,TIC 28230919,16.7184,0.0515,0.0515,0.0787,0.0048,0.0048,0.251,0.045,0.047,0.811,0.03,0.03,0.683,0.009,0.009,9.241970524337972e-05,5.6367799894310366e-06,5.6367799894310366e-06,0,[Bourrier_et_al._(2023)](https://ui.adsabs.harvard.edu/link_gateway/2023A+A...669A..63B/abstract),0,133.9,7.1,8.3
HAT-P-12,4665,45,45,y,-54.0,41.0,13.0,-999.0,-999.0,-999.0,Mancini_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018A+A...613A..41M/abstract,b,HAT-P-12,TIC 198108326,11.77,0.15,0.21,0.211,0.012,0.012,0.0,,,0.733,0.018,0.018,0.701,0.017,0.012,0.0002741505879295,1.5591502631066068e-05,1.5591502631066068e-05,0,[Mancini_et_al._(2018)](https://ui.adsabs.harvard.edu/link_gateway/2018A+A...613A..41M/abstract),0,54.0,13.0,41.0
HAT-P-13,5653,90,90,y,1.9,8.6,8.6,-999.0,-999.0,-999.0,Winn_et_al._(2010),https://ui.adsabs.harvard.edu/abs/2010ApJ...718..575W/abstract,b,HAT-P-13,TIC 20096620,,,,0.851,0.038,0.038,0.0133,0.0041,0.0041,1.32,0.062,0.062,1.756,0.046,0.046,0.0006139971139971,2.7417027417027418e-05,2.7417027417027418e-05,0,[Winn_et_al._(2010)](https://ui.adsabs.harvard.edu/link_gateway/2010ApJ...718..575W/abstract),0,1.9,8.6,8.6
HAT-P-14,6600,90,90,y,189.1,5.1,5.1,-999.0,-999.0,-999.0,Winn_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011AJ....141...63W/abstract,b,HAT-P-14,TIC 101721385,8.9,0.36,0.36,3.44,0.63,0.63,0.11,0.01,0.01,2.65,0.73,0.73,1.82,0.15,0.15,0.001236298292902,0.0002264150943396,0.0002264150943396,1,[Winn_et_al._(2011)](https://ui.adsabs.harvard.edu/link_gateway/2011AJ....141...63W/abstract),0,170.9,5.1,5.1
HAT-P-15,5620,20,20,y,13.0,6.0,6.0,-999.0,-999.0,-999.0,Mancini_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A+A...664A.162M/abstract,b,HAT-P-15,TIC 353459965,19.25,0.77,0.77,1.94,0.3,0.3,0.19,0.02,0.02,1.0,0.23,0.23,1.07,0.07,0.07,0.001847619047619,0.0002857142857142,0.0002857142857142,0,[Mancini_et_al._(2022)](https://ui.adsabs.harvard.edu/link_gateway/2022A+A...664A.162M/abstract),0,13.0,6.0,6.0
HAT-P-16,6140,72,72,n,-10.0,16.0,16.0,-999.0,-999.0,-999.0,Moutou_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011A+A...533A.113M/abstract,b,HAT-P-16,TIC 191284318,7.17,0.28,0.28,4.193,0.094,0.094,0.036,0.004,0.004,1.218,0.039,0.039,1.237,0.054,0.054,0.0032785987958401,7.350066463366956e-05,7.350066463366956e-05,1,[Moutou_et_al._(2011)](https://ui.adsabs.harvard.edu/link_gateway/2011A+A...533A.113M/abstract),0,10.0,16.0,16.0
HAT-P-16,6140,72,72,y,-2.0,55.0,46.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A/abstract,b,HAT-P-16,TIC 191284318,7.17,0.28,0.28,4.193,0.094,0.094,0.036,0.004,0.004,1.218,0.039,0.039,1.237,0.054,0.054,0.0032785987958401,7.350066463366956e-05,7.350066463366956e-05,1,[Albrecht_et_al._(2012)](https://ui.adsabs.harvard.edu/link_gateway/2012ApJ...757...18A/abstract),0,2.0,46.0,55.0
HAT-P-17,5350,20,20,n,19.0,14.0,16.0,-999.0,-999.0,-999.0,Fulton_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013ApJ...772...80F/abstract,b,HAT-P-17,TIC 266593143,22.72,0.68,0.68,0.58,0.06,0.06,0.35,0.01,0.01,0.857,0.039,0.039,0.837,0.021,0.021,0.000644551869756,6.667777962993832e-05,6.667777962993832e-05,0,[Fulton_et_al._(2013)](https://ui.adsabs.harvard.edu/link_gateway/2013ApJ...772...80F/abstract),1,19.0,14.0,16.0
HAT-P-17,5350,20,20,y,-27.5,6.7,6.7,-999.0,-999.0,-999.0,Mancini_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A+A...664A.162M/abstract,b,HAT-P-17,TIC 266593143,22.72,0.68,0.68,0.58,0.06,0.06,0.35,0.01,0.01,0.857,0.039,0.039,0.837,0.021,0.021,0.000644551869756,6.667777962993832e-05,6.667777962993832e-05,0,[Mancini_et_al._(2022)](https://ui.adsabs.harvard.edu/link_gateway/2022A+A...664A.162M/abstract),1,27.5,6.7,6.7
HAT-P-18,4870,50,50,y,132.0,15.0,15.0,-999.0,-999.0,-999.0,Esposito_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014A+A...564L..13E/abstract,b,HAT-P-18,TIC 21744120,16.04,0.75,0.75,0.197,0.013,0.013,0.084,0.048,0.048,0.77,0.031,0.031,0.749,0.037,0.037,0.0002436611008039,1.6079158936301792e-05,1.6079158936301792e-05,1,[Esposito_et_al._(2014)](https://ui.adsabs.harvard.edu/link_gateway/2014A+A...564L..13E/abstract),0,132.0,15.0,15.0
HAT-P-20,4595,45,45,y,-8.0,6.9,6.9,36.0,10.0,12.0,Esposito_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017A+A...601A..53E/abstract,b,HAT-P-20,TIC 26826078,11.17,0.29,0.29,7.246,0.187,0.187,0.015,0.005,0.005,0.756,0.028,0.028,0.694,0.021,0.021,0.0091282438901486,0.0002355757117661,0.0002355757117661,1,[Esposito_et_al._(2017)](https://ui.adsabs.harvard.edu/link_gateway/2017A+A...601A..53E/abstract),0,8.0,6.9,6.9
HAT-P-21,5695,45,45,y,-0.7,12.5,12.5,-999.0,-999.0,-999.0,Mancini_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A+A...664A.162M/abstract,b,HAT-P-21,TIC 17993892,9.65,0.74,0.74,4.87,1.57,1.57,0.23,0.02,0.02,1.24,0.6,0.6,1.21,0.17,0.17,0.0037403993855606,0.0012058371735791,0.0012058371735791,0,[Mancini_et_al._(2022)](https://ui.adsabs.harvard.edu/link_gateway/2022A+A...664A.162M/abstract),0,0.6999999999999886,12.5,12.5
HAT-P-22,5314,50,50,y,-2.1,3.0,3.0,24.0,18.0,18.0,Mancini_et_al._(2018),https://ui.adsabs.harvard.edu/abs/2018A+A...613A..41M/abstract,b,HAT-P-22,TIC 252479260,,,,2.47,0.32,0.32,0.02,0.01,0.01,1.13,0.22,0.22,1.11,0.05,0.05,0.0020817530552043,0.0002697008006742,0.0002697008006742,1,[Mancini_et_al._(2018)](https://ui.adsabs.harvard.edu/link_gateway/2018A+A...613A..41M/abstract),0,2.1000000000000227,3.0,3.0
HAT-P-23,5885,72,72,y,15.0,22.0,22.0,-999.0,-999.0,-999.0,Moutou_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011A+A...533A.113M/abstract,b,HAT-P-23,TIC 305243225,4.14,0.23,0.23,2.09,0.111,0.111,0.106,0.044,0.044,1.13,0.035,0.035,1.203,0.074,0.074,0.0017614833544037,9.355246523388117e-05,9.355246523388117e-05,0,[Moutou_et_al._(2011)](https://ui.adsabs.harvard.edu/link_gateway/2011A+A...533A.113M/abstract),0,15.0,22.0,22.0
HAT-P-24,6373,80,80,y,20.0,16.0,16.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A/abstract,b,HAT-P-24,TIC 440777904,7.61,0.41,0.41,0.75,0.25,0.25,0.07,0.02,0.02,1.191,0.042,0.042,1.317,0.068,0.068,0.0005997361161089,0.0001999120387029,0.0001999120387029,1,[Albrecht_et_al._(2012)](https://ui.adsabs.harvard.edu/link_gateway/2012ApJ...757...18A/abstract),0,20.0,16.0,16.0
HAT-P-27,5316,55,55,y,24.2,76.0,44.5,-999.0,-999.0,-999.0,Brown_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...760..139B/abstract,b,HAT-P-27,TIC 461239485,9.804,0.4,0.28,0.62,0.03,0.03,0.0,,,0.916,0.121408,0.099904,0.864673,0.049715,0.035099,0.0006446246620919,3.1191515907673116e-05,3.1191515907673116e-05,1,[Brown_et_al._(2012)](https://ui.adsabs.harvard.edu/link_gateway/2012ApJ...760..139B/abstract),1,24.2,76.0,44.5
HAT-P-29,6140,30,30,y,-26.0,16.0,16.0,-999.0,-999.0,-999.0,Mancini_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022A+A...664A.162M/abstract,b,HAT-P-29,TIC 250707118,11.74,1.02,1.02,0.88,0.25,0.25,0.09,0.05,0.05,1.45,0.6,0.6,1.3,0.14,0.14,0.0005779967159277,0.0001642036124794,0.0001642036124794,1,[Mancini_et_al._(2022)](https://ui.adsabs.harvard.edu/link_gateway/2022A+A...664A.162M/abstract),0,26.0,16.0,16.0
HAT-P-30,6338,42,42,n,73.5,9.0,9.0,-999.0,-999.0,-999.0,Johnson_et_al._(2011),https://ui.adsabs.harvard.edu/abs/2011ApJ...735...24J/abstract,b,HAT-P-30,TIC 455135327,7.43,0.34,0.34,0.83,0.18,0.18,0.04,0.02,0.02,1.55,0.51,0.51,1.31,0.13,0.13,0.0005099846390168,0.000110599078341,0.000110599078341,1,[Johnson_et_al._(2011)](https://ui.adsabs.harvard.edu/link_gateway/2011ApJ...735...24J/abstract),0,73.5,9.0,9.0
HAT-P-30,6338,42,42,y,70.5,2.9,2.8,-999.0,-999.0,-999.0,Cegla_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A+A...674A.174C/abstract,b,HAT-P-30,TIC 455135327,7.43,0.34,0.34,0.83,0.18,0.18,0.04,0.02,0.02,1.55,0.51,0.51,1.31,0.13,0.13,0.0005099846390168,0.000110599078341,0.000110599078341,1,[Cegla_et_al._(2023)](https://ui.adsabs.harvard.edu/link_gateway/2023A+A...674A.174C/abstract),0,70.5,2.9,2.8
HAT-P-32,6269,64,64,y,85.0,1.5,1.5,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A/abstract,b,HAT-P-32,TIC 292152376,5.344,0.04,0.039,0.68,0.11,0.1,0.159,0.051,0.028,1.132,0.051,0.05,1.367,0.031,0.03,0.0005721016321723,9.254585226316677e-05,8.413259296651524e-05,1,[Albrecht_et_al._(2012)](https://ui.adsabs.harvard.edu/link_gateway/2012ApJ...757...18A/abstract),0,85.0,1.5,1.5
HAT-P-33,6446,88,88,y,-5.9,4.1,4.1,-999.0,-999.0,-999.0,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A+A...669A..63B/abstract,b,HAT-P-33,TIC 239154970,6.57,0.18,0.18,0.92,0.5,0.5,0.0,,,1.82,1.45,1.45,1.79,0.48,0.48,0.0004814233385661,0.0002616431187859,0.0002616431187859,1,[Bourrier_et_al._(2023)](https://ui.adsabs.harvard.edu/link_gateway/2023A+A...669A..63B/abstract),0,5.899999999999977,4.1,4.1
HAT-P-34,6442,88,88,y,0.0,14.0,14.0,-999.0,-999.0,-999.0,Albrecht_et_al._(2012),https://ui.adsabs.harvard.edu/abs/2012ApJ...757...18A/abstract,b,HAT-P-34,TIC 278348461,9.86,0.11,0.2,3.33,0.21,0.2,0.432,0.029,0.027,1.392,0.047,0.047,1.53,0.14,0.1,0.0022783251231527,0.0001436781609195,0.0001368363437328,0,[Albrecht_et_al._(2012)](https://ui.adsabs.harvard.edu/link_gateway/2012ApJ...757...18A/abstract),0,0.0,14.0,14.0
HAT-P-36,5620,40,40,y,-14.0,18.0,18.0,0.0,63.0,0.0,Mancini_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015A+A...579A.136M/abstract,b,HAT-P-36,TIC 373693175,4.95,0.042,0.042,1.8482,0.087,0.087,0.063,0.021,0.023,1.03,0.03,0.03,1.041,0.013,0.013,0.0017089227924179,8.044382801664355e-05,8.044382801664355e-05,0,[Mancini_et_al._(2015)](https://ui.adsabs.harvard.edu/link_gateway/2015A+A...579A.136M/abstract),0,14.0,18.0,18.0
HAT-P-41,6390,100,100,y,-22.1,0.8,6.0,-999.0,-999.0,-999.0,Johnson_et_al._(2017),https://ui.adsabs.harvard.edu/abs/2017AJ....154..137J/abstract,b,HAT-P-41,TIC 398895470,,,,1.19,0.6,0.6,0.0,,,2.56,1.9,1.9,2.05,0.5,0.5,0.0004427083333333,0.0002232142857142,0.0002232142857142,1,[Johnson_et_al._(2017)](https://ui.adsabs.harvard.edu/link_gateway/2017AJ....154..137J/abstract),0,22.100000000000023,6.0,0.8
HAT-P-41,6390,100,100,n,-4.4,5.0,5.6,-999.0,-999.0,-999.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025A+A...694A..91Z/abstract,b,HAT-P-41,TIC 398895470,,,,1.19,0.6,0.6,0.0,,,2.56,1.9,1.9,2.05,0.5,0.5,0.0004427083333333,0.0002232142857142,0.0002232142857142,1,[Zak_et_al._(2025)](https://ui.adsabs.harvard.edu/link_gateway/2025A+A...694A..91Z/abstract),0,4.399999999999977,5.6,5.0
HAT-P-49,6820,52,52,y,-97.7,1.8,1.8,-999.0,-999.0,-999.0,Bourrier_et_al._(2023),https://ui.adsabs.harvard.edu/abs/2023A+A...669A..63B/abstract,b,HAT-P-49,TIC 99224131,5.15,0.31,0.31,2.2,0.59,0.59,0.0,,,2.22,0.83,0.83,2.06,0.23,0.23,0.0009438009438009,0.0002531102531102,0.0002531102531102,0,[Bourrier_et_al._(2023)](https://ui.adsabs.harvard.edu/link_gateway/2023A+A...669A..63B/abstract),0,97.69999999999999,1.8,1.8
HAT-P-50,6280,49,49,y,41.0,10.0,9.0,-999.0,-999.0,-999.0,Zak_et_al._(2025),https://ui.adsabs.harvard.edu/abs/2025A+A...694A..91Z/abstract,b,HAT-P-50,TIC 17746821,5.68,0.19,0.19,1.35,0.073,0.073,0.115,,,1.273,0.049,0.115,1.698,0.071,0.071,0.0010099876557064,5.461414730856993e-05,5.461414730856993e-05,0,[Zak_et_al._(2025)](https://ui.adsabs.harvard.edu/link_gateway/2025A+A...694A..91Z/abstract),0,41.0,10.0,9.0
HAT-P-56,6566,50,50,y,8.0,2.0,2.0,-999.0,-999.0,-999.0,Zhou_et_al._(2016),https://ui.adsabs.harvard.edu/abs/2016MNRAS.460.3376Z/abstract,b,HAT-P-56,TIC 84339983,6.37,0.11,0.11,2.31,0.44,0.44,0.29,,,1.296,0.036,0.036,1.428,0.03,0.03,0.0016975308641975,0.0003233392122281,0.0003233392122281,0,[Zhou_et_al._(2016)](https://ui.adsabs.harvard.edu/link_gateway/2016MNRAS.460.3376Z/abstract),0,8.0,2.0,2.0
HAT-P-67,6406,65,61,y,2.2,0.4,0.4,-999.0,-999.0,-999.0,Sicilia_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A+A...687A.143S/abstract,b,HAT-P-67,TIC 198588220,5.691,0.057,0.124,0.34,0.25,0.19,0.0,,,1.642,0.155,0.072,2.546,0.099,0.084,0.0001972043384954,0.0001450031900701,0.0001102024244533,1,[Sicilia_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024A+A...687A.143S/abstract),0,2.2,0.4,0.4
HAT-P-69,7724,250,360,y,30.3,6.1,7.3,-999.0,-999.0,-999.0,Zhou_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract,b,HAT-P-69,TIC 379929661,7.32,0.16,0.18,3.58,0.58,0.58,0.0,,,1.648,0.058,0.026,1.926,0.06,0.031,0.0020688858067498,0.000335182616736,0.000335182616736,0,[Zhou_et_al._(2019)](https://ui.adsabs.harvard.edu/link_gateway/2019AJ....158..141Z/abstract),0,30.3,6.1,7.3
HAT-P-70,8450,195,195,n,113.1,5.1,3.4,-999.0,-999.0,-999.0,Zhou_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019AJ....158..141Z/abstract,b,HAT-P-70,TIC 399870368,5.45,0.29,0.49,6.78,,,0.0,,,1.89,0.01,0.013,1.858,0.119,0.091,0.0034164777021919,,,0,[Zhou_et_al._(2019)](https://ui.adsabs.harvard.edu/link_gateway/2019AJ....158..141Z/abstract),0,113.1,5.1,3.4
HAT-P-70,8450,195,195,y,107.9,2.0,1.7,-999.0,-999.0,-999.0,Bello-Arufe_et_al._(2022),https://ui.adsabs.harvard.edu/abs/2022AJ....163...96B/abstract,b,HAT-P-70,TIC 399870368,5.45,0.29,0.49,6.78,,,0.0,,,1.89,0.01,0.013,1.858,0.119,0.091,0.0034164777021919,,,0,[Bello-Arufe_et_al._(2022)](https://ui.adsabs.harvard.edu/link_gateway/2022AJ....163...96B/abstract),0,107.9,2.0,1.7
HATS-02,5227,95,95,n,8.0,8.0,8.0,-999.0,-999.0,-999.0,Mohler-Fischer_et_al._(2013),https://ui.adsabs.harvard.edu/abs/2013A+A...558A..55M/abstract,b,HATS-02,TIC 413376180,5.5,0.09,0.09,1.37,0.16,0.16,0.29,,,0.904,0.052,0.052,0.876,0.02,0.02,0.0014433206911083,0.0001685630004214,0.0001685630004214,0,[Mohler-Fischer_et_al._(2013)](https://ui.adsabs.harvard.edu/link_gateway/2013A+A...558A..55M/abstract),0,8.0,8.0,8.0
HATS-02,5227,95,95,y,3.0,18.0,18.0,38.0,27.0,27.0,Biagiotti_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024A+A...685A.131B/abstract,b,HATS-02,TIC 413376180,5.5,0.09,0.09,1.37,0.16,0.16,0.29,,,0.904,0.052,0.052,0.876,0.02,0.02,0.0014433206911083,0.0001685630004214,0.0001685630004214,0,[Biagiotti_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024A+A...685A.131B/abstract),0,3.0,18.0,18.0
HATS-03,6351,76,76,y,3.0,25.0,25.0,-999.0,-999.0,-999.0,Addison_et_al._(2014),https://ui.adsabs.harvard.edu/abs/2014ApJ...792..112A/abstract,b,HATS-03,TIC 336732616,7.42,0.12,0.12,1.071,0.136,0.136,0.0,,,1.209,0.036,0.036,1.404,0.03,0.03,0.0008436724565756,0.0001071330103588,0.0001071330103588,0,[Addison_et_al._(2014)](https://ui.adsabs.harvard.edu/link_gateway/2014ApJ...792..112A/abstract),0,3.0,25.0,25.0
HATS-14,5346,60,60,y,76.0,4.0,5.0,-999.0,-999.0,-999.0,Zhou_et_al._(2015),https://ui.adsabs.harvard.edu/abs/2015ApJ...814L..16Z/abstract,b,HATS-14,TIC 29344935,8.8,0.12,0.22,1.071,0.07,0.07,0.142,,,0.967,0.024,0.024,0.933,0.023,0.015,0.0010548086866597,6.894174422612893e-05,6.894174422612893e-05,0,[Zhou_et_al._(2015)](https://ui.adsabs.harvard.edu/link_gateway/2015ApJ...814L..16Z/abstract),1,76.0,4.0,5.0
HATS-38,5662,80,80,y,-108.0,11.0,16.0,-999.0,-999.0,-999.0,Espinoza-Retamal_et_al._(2024),https://ui.adsabs.harvard.edu/abs/2024AJ....168..185E/abstract,b,HATS-38,TIC 168281028,9.81,0.14,0.14,0.074,0.011,0.011,0.0,,,0.89,0.016,0.012,1.105,0.016,0.016,7.918673087212412e-05,1.1771000535045478e-05,1.1771000535045478e-05,0,[Espinoza-Retamal_et_al._(2024)](https://ui.adsabs.harvard.edu/link_gateway/2024AJ....168..185E/abstract),0,108.0,16.0,11.0
HATS-70,7930,180,180,y,8.9,5.6,4.5,-999.0,-999.0,-999.0,Zhou_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019AJ....157...31Z/abstract,b,HATS-70,TIC 98545929,4.17,0.16,0.13,12.9,1.8,1.6,0.18,,,1.78,0.12,0.12,1.881,0.059,0.066,0.0069020866773675,0.0009630818619582,0.0008560727661851,0,[Zhou_et_al._(2019)](https://ui.adsabs.harvard.edu/link_gateway/2019AJ....157...31Z/abstract),0,8.9,5.6,4.5
HD_003167b,5300,73,73,y,-6.6,6.6,7.9,29.5,7.2,9.4,Bourrier_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021A+A...654A.152B/abstract,b,HD 003167,TIC 318707987,4.45,0.053,0.055,0.01563737,0.00075512,0.00072366,0.0,,,0.837,0.053,0.043,0.88,0.012,0.013,1.779299084030267e-05,8.592137452352507e-07,8.234169653524492e-07,0,[Bourrier_et_al._(2021)](https://ui.adsabs.harvard.edu/link_gateway/2021A+A...654A.152B/abstract),0,6.600000000000023,7.9,6.6
HD_003167c,5300,73,73,n,-98.0,23.0,23.0,-999.0,-999.0,-999.0,Dalal_et_al._(2019),https://ui.adsabs.harvard.edu/abs/2019A+A...631A..28D/abstract,c,HD 003167,TIC 318707987,44.01,0.52,0.54,0.0350189,0.00245415,0.0023283,0.06,,,0.837,0.053,0.043,0.88,0.012,0.013,3.984627638391079e-05,2.7924560505205665e-06,2.6492575524833593e-06,0,[Dalal_et_al._(2019)](https://ui.adsabs.harvard.edu/link_gateway/2019A+A...631A..28D/abstract),0,98.0,23.0,23.0
HD_003167c,5300,73,73,y,-108.9,5.4,5.5,107.7,5.1,4.9,Bourrier_et_al._(2021),https://ui.adsabs.harvard.edu/abs/2021A+A...654A.152B/abstract,c,HD 003167,TIC 318707987,44.01,0.52,0.54,0.0350189,0.00245415,0.0023283,0.06,,,0.837,0.053,0.043,0.88,0.012,0.013,3.984627638391079e-05,2.7924560505205665e-06,2.6492575524833593e-06,0,[Bourrier_et_al._(2021)](https://ui.adsabs.harvard.edu/link_gateway/2021A+A...654A.152B/abstract),0,108.9,5.5,5.4
HD_017156,6046,76,72,n,62.0,25.0,25.0,-999.0,-999.0,-999.0,Narita_et_al._(2008),https://ui.adsabs.harvard.edu/abs/2008PASJ...60L...1N/abstract,b,HD_017156,TIC 302773669,23.34,0.43,0.43,3.51,0.21,0.21,0.68,0.0,0.0,1.41,0.12,0.12,1.55,0.04,0.04,0.002370820668693,0.0001418439716312,0.0001418439716312,0,[Narita_et_al._(2008)](https://ui.adsabs.harvard.edu/link_gateway/2008PASJ...60L...1N/abstract),0,62.0,25.0,25.0
HD_017156,6046,76,72,n,9.4,9.3,9.3,-999.0,-999.0,-999.0,Cochran_et_al._(2008),https://ui.adsabs.harvard.edu/abs/2008ApJ...683L..59C/abstract,b,HD_017156,TIC 302773669,23.34,0.43,0.43,3.51,0.21,0.21,0.68,0.0,0.0,1.41,0.12,0.12,1.55,0.04,0.04,0.002370820668693,0.0001418439716312,0.0001418439716312,0,[Cochran_et_al._(2008)](https://ui.adsabs.harvard.edu/link_gateway/2008ApJ...683L..59C/abstract),0,9.4,9.3,9.3
